"solute","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.3925e+23,1,0.001938,0.032938,0.1145,0
3.3836e+23,1,0.001957,0.032957,0.1145,0
3.3748e+23,1,0.001976,0.032976,0.1145,0
3.366e+23,1,0.001995,0.032995,0.1145,0
3.3572e+23,1,0.002014,0.033014,0.1145,0
3.3484e+23,1,0.002033,0.033033,0.1145,0
3.3396e+23,1,0.002052,0.033052,0.1145,0
3.3309e+23,1,0.002071,0.033071,0.1145,0
3.3221e+23,1,0.00209,0.03309,0.1145,0
3.3131e+23,1,0.002109,0.033109,0.1145,0
3.3036e+23,1,0.002128,0.033128,0.1145,0
3.2942e+23,1,0.002147,0.033147,0.1145,0
3.2847e+23,1,0.002166,0.033166,0.1145,0
3.2752e+23,1,0.002185,0.033185,0.1145,0
3.2658e+23,1,0.002204,0.033204,0.1145,0
3.2563e+23,1,0.002223,0.033223,0.1145,0
3.247e+23,1,0.002242,0.033242,0.1145,0
3.2376e+23,1,0.002261,0.033261,0.1145,0
3.2282e+23,1,0.00228,0.03328,0.1145,0
3.2183e+23,1,0.002299,0.033299,0.1145,0
3.2083e+23,1,0.002318,0.033318,0.1145,0
3.1982e+23,1,0.002337,0.033337,0.1145,0
3.1882e+23,1,0.002356,0.033356,0.1145,0
3.1782e+23,1,0.002375,0.033375,0.1145,0
3.1682e+23,1,0.002394,0.033394,0.1145,0
3.1582e+23,1,0.002413,0.033413,0.1145,0
3.1482e+23,1,0.002432,0.033432,0.1145,0
3.1382e+23,1,0.002451,0.033451,0.1145,0
3.1277e+23,1,0.00247,0.03347,0.1145,0
3.117e+23,1,0.002489,0.033489,0.1145,0
3.1064e+23,1,0.002508,0.033508,0.1145,0
3.0957e+23,1,0.002527,0.033527,0.1145,0
3.085e+23,1,0.002546,0.033546,0.1145,0
3.0745e+23,1,0.002565,0.033565,0.1145,0
3.0639e+23,1,0.002584,0.033584,0.1145,0
3.0534e+23,1,0.002603,0.033603,0.1145,0
3.0423e+23,1,0.002622,0.033622,0.1145,0
3.031e+23,1,0.002641,0.033641,0.1145,0
3.0198e+23,1,0.00266,0.03366,0.1145,0
3.0087e+23,1,0.002679,0.033679,0.1145,0
2.9976e+23,1,0.002698,0.033698,0.1145,0
2.9864e+23,1,0.002717,0.033717,0.1145,0
2.9753e+23,1,0.002736,0.033736,0.1145,0
2.5172e+22,1,0.002755,0.033755,0.1145,0
2.5045e+22,1,0.002774,0.033774,0.1145,0
2.4918e+22,1,0.002793,0.033793,0.1145,0
2.4791e+22,1,0.002812,0.033812,0.1145,0
2.4664e+22,1,0.002831,0.033831,0.1145,0
2.4538e+22,1,0.00285,0.03385,0.1145,0
2.4412e+22,1,0.002869,0.033869,0.1145,0
2.4287e+22,1,0.002888,0.033888,0.1145,0
2.4156e+22,1,0.002907,0.033907,0.1145,0
2.4026e+22,1,0.002926,0.033926,0.1145,0
2.3895e+22,1,0.002945,0.033945,0.1145,0
2.3766e+22,1,0.002964,0.033964,0.1145,0
2.3637e+22,1,0.002983,0.033983,0.1145,0
2.3508e+22,1,0.003002,0.034002,0.1145,0
2.3378e+22,1,0.003021,0.034021,0.1145,0
2.3244e+22,1,0.00304,0.03404,0.1145,0
2.311e+22,1,0.003059,0.034059,0.1145,0
2.2976e+22,1,0.003078,0.034078,0.1145,0
2.2842e+22,1,0.003097,0.034097,0.1145,0
2.2709e+22,1,0.003116,0.034116,0.1145,0
2.2576e+22,1,0.003135,0.034135,0.1145,0
2.2441e+22,1,0.003154,0.034154,0.1145,0
2.2303e+22,1,0.003173,0.034173,0.1145,0
2.2166e+22,1,0.003192,0.034192,0.1145,0
2.203e+22,1,0.003211,0.034211,0.1145,0
2.1893e+22,1,0.00323,0.03423,0.1145,0
2.1757e+22,1,0.003249,0.034249,0.1145,0
2.1621e+22,1,0.003268,0.034268,0.1145,0
2.1482e+22,1,0.003287,0.034287,0.1145,0
2.134e+22,1,0.003306,0.034306,0.1145,0
2.1198e+22,1,0.003325,0.034325,0.1145,0
2.1057e+22,1,0.003344,0.034344,0.1145,0
2.0915e+22,1,0.003363,0.034363,0.1145,0
2.0775e+22,1,0.003382,0.034382,0.1145,0
2.0635e+22,1,0.003401,0.034401,0.1145,0
2.049e+22,1,0.00342,0.03442,0.1145,0
2.0344e+22,1,0.003439,0.034439,0.1145,0
2.02e+22,1,0.003458,0.034458,0.1145,0
2.0056e+22,1,0.003477,0.034477,0.1145,0
1.9912e+22,1,0.003496,0.034496,0.1145,0
1.9768e+22,1,0.003515,0.034515,0.1145,0
1.9624e+22,1,0.003534,0.034534,0.1145,0
1.9474e+22,1,0.003553,0.034553,0.1145,0
1.9325e+22,1,0.003572,0.034572,0.1145,0
1.9175e+22,1,0.003591,0.034591,0.1145,0
1.9026e+22,1,0.00361,0.03461,0.1145,0
1.8876e+22,1,0.003629,0.034629,0.1145,0
1.8729e+22,1,0.003648,0.034648,0.1145,0
1.8577e+22,1,0.003667,0.034667,0.1145,0
1.8423e+22,1,0.003686,0.034686,0.1145,0
1.8271e+22,1,0.003705,0.034705,0.1145,0
1.8119e+22,1,0.003724,0.034724,0.1145,0
1.7966e+22,1,0.003743,0.034743,0.1145,0
1.7814e+22,1,0.003762,0.034762,0.1145,0
1.7661e+22,1,0.003781,0.034781,0.1145,0
1.7504e+22,1,0.0038,0.0348,0.1145,0
1.7347e+22,1,0.003819,0.034819,0.1145,0
1.719e+22,1,0.003838,0.034838,0.1145,0
1.7033e+22,1,0.003857,0.034857,0.1145,0
1.6877e+22,1,0.003876,0.034876,0.1145,0
1.672e+22,1,0.003895,0.034895,0.1145,0
1.6561e+22,1,0.003914,0.034914,0.1145,0
1.6398e+22,1,0.003933,0.034933,0.1145,0
1.6235e+22,1,0.003952,0.034952,0.1145,0
1.6072e+22,1,0.003971,0.034971,0.1145,0
1.5909e+22,1,0.00399,0.03499,0.1145,0
1.5748e+22,1,0.004009,0.035009,0.1145,0
1.5587e+22,1,0.004028,0.035028,0.1145,0
1.5426e+22,1,0.004047,0.035047,0.1145,0
1.5259e+22,1,0.004066,0.035066,0.1145,0
1.5089e+22,1,0.004085,0.035085,0.1145,0
1.492e+22,1,0.004104,0.035104,0.1145,0
1.475e+22,1,0.004123,0.035123,0.1145,0
1.4584e+22,1,0.004142,0.035142,0.1145,0
1.4418e+22,1,0.004161,0.035161,0.1145,0
1.4252e+22,1,0.00418,0.03518,0.1145,0
1.4086e+22,1,0.004199,0.035199,0.1145,0
1.3912e+22,1,0.004218,0.035218,0.1145,0
1.3737e+22,1,0.004237,0.035237,0.1145,0
1.3561e+22,1,0.004256,0.035256,0.1145,0
1.3386e+22,1,0.004275,0.035275,0.1145,0
1.3213e+22,1,0.004294,0.035294,0.1145,0
1.3041e+22,1,0.004313,0.035313,0.1145,0
1.2869e+22,1,0.004332,0.035332,0.1145,0
1.2691e+22,1,0.004351,0.035351,0.1145,0
1.2509e+22,1,0.00437,0.03537,0.1145,0
1.2328e+22,1,0.004389,0.035389,0.1145,0
1.2151e+22,1,0.004408,0.035408,0.1145,0
1.1974e+22,1,0.004427,0.035427,0.1145,0
1.1797e+22,1,0.004446,0.035446,0.1145,0
1.162e+22,1,0.004465,0.035465,0.1145,0
1.1435e+22,1,0.004484,0.035484,0.1145,0
1.1248e+22,1,0.004503,0.035503,0.1145,0
1.1061e+22,1,0.004522,0.035522,0.1145,0
1.0874e+22,1,0.004541,0.035541,0.1145,0
1.0689e+22,1,0.00456,0.03556,0.1145,0
1.0506e+22,1,0.004579,0.035579,0.1145,0
1.0322e+22,1,0.004598,0.035598,0.1145,0
1.0132e+22,1,0.004617,0.035617,0.1145,0
9.9388e+21,1,0.004636,0.035636,0.1145,0
9.7456e+21,1,0.004655,0.035655,0.1145,0
9.5565e+21,1,0.004674,0.035674,0.1145,0
9.3675e+21,1,0.004693,0.035693,0.1145,0
9.1785e+21,1,0.004712,0.035712,0.1145,0
8.9895e+21,1,0.004731,0.035731,0.1145,0
8.7914e+21,1,0.00475,0.03575,0.1145,0
8.5919e+21,1,0.004769,0.035769,0.1145,0
8.3924e+21,1,0.004788,0.035788,0.1145,0
8.1929e+21,1,0.004807,0.035807,0.1145,0
7.9958e+21,1,0.004826,0.035826,0.1145,0
7.8e+21,1,0.004845,0.035845,0.1145,0
7.6041e+21,1,0.004864,0.035864,0.1145,0
7.3976e+21,1,0.004883,0.035883,0.1145,0
7.191e+21,1,0.004902,0.035902,0.1145,0
6.9867e+21,1,0.004921,0.035921,0.1145,0
6.7847e+21,1,0.00494,0.03594,0.1145,0
6.5827e+21,1,0.004959,0.035959,0.1145,0
6.3807e+21,1,0.004978,0.035978,0.1145,0
6.175e+21,1,0.004997,0.035997,0.1145,0
5.9617e+21,1,0.005016,0.036016,0.1145,0
5.7483e+21,1,0.005035,0.036035,0.1145,0
5.535e+21,1,0.005054,0.036054,0.1145,0
5.3217e+21,1,0.005073,0.036073,0.1145,0
5.1126e+21,1,0.005092,0.036092,0.1145,0
4.9031e+21,1,0.005111,0.036111,0.1145,0
4.6879e+21,1,0.00513,0.03613,0.1145,0
4.4667e+21,1,0.005149,0.036149,0.1145,0
4.2457e+21,1,0.005168,0.036168,0.1145,0
4.0294e+21,1,0.005187,0.036187,0.1145,0
3.8131e+21,1,0.005206,0.036206,0.1145,0
3.5968e+21,1,0.005225,0.036225,0.1145,0
3.3804e+21,1,0.005244,0.036244,0.1145,0
3.1555e+21,1,0.005263,0.036263,0.1145,0
2.9267e+21,1,0.005282,0.036282,0.1145,0
2.6979e+21,1,0.005301,0.036301,0.1145,0
2.4691e+21,1,0.00532,0.03632,0.1145,0
2.2404e+21,1,0.005339,0.036339,0.1145,0
2.0179e+21,1,0.005358,0.036358,0.1145,0
1.7933e+21,1,0.005377,0.036377,0.1145,0
1.5568e+21,1,0.005396,0.036396,0.1145,0
1.3194e+21,1,0.005415,0.036415,0.1145,0
1.0842e+21,1,0.005434,0.036434,0.1145,0
8.5196e+20,1,0.005453,0.036453,0.1145,0
6.1978e+20,1,0.005472,0.036472,0.1145,0
3.876e+20,1,0.005491,0.036491,0.1145,0
nan,0,0.00551,0.03651,0.1145,0
nan,0,0.005529,0.036529,0.1145,0
nan,0,0.005548,0.036548,0.1145,0
nan,0,0.005567,0.036567,0.1145,0
nan,0,0.005586,0.036586,0.1145,0
nan,0,0.005605,0.036605,0.1145,0
nan,0,0.005624,0.036624,0.1145,0
nan,0,0.005643,0.036643,0.1145,0
nan,0,0.005662,0.036662,0.1145,0
nan,0,0.005681,0.036681,0.1145,0
nan,0,0.0057,0.0367,0.1145,0
nan,0,0.005719,0.036719,0.1145,0
nan,0,0.005738,0.036738,0.1145,0
nan,0,0.005757,0.036757,0.1145,0
nan,0,0.005776,0.036776,0.1145,0
nan,0,0.005795,0.036795,0.1145,0
nan,0,0.005814,0.036814,0.1145,0
nan,0,0.005833,0.036833,0.1145,0
nan,0,0.005852,0.036852,0.1145,0
nan,0,0.005871,0.036871,0.1145,0
nan,0,0.00589,0.03689,0.1145,0
nan,0,0.005909,0.036909,0.1145,0
nan,0,0.005928,0.036928,0.1145,0
nan,0,0.005947,0.036947,0.1145,0
nan,0,0.005966,0.036966,0.1145,0
nan,0,0.005985,0.036985,0.1145,0
nan,0,0.006004,0.037004,0.1145,0
nan,0,0.006023,0.037023,0.1145,0
nan,0,0.006042,0.037042,0.1145,0
nan,0,0.006061,0.037061,0.1145,0
nan,0,0.00608,0.03708,0.1145,0
nan,0,0.006099,0.037099,0.1145,0
nan,0,0.006118,0.037118,0.1145,0
nan,0,0.006137,0.037137,0.1145,0
nan,0,0.006156,0.037156,0.1145,0
nan,0,0.006175,0.037175,0.1145,0
nan,0,0.006194,0.037194,0.1145,0
nan,0,0.006213,0.037213,0.1145,0
nan,0,0.006232,0.037232,0.1145,0
nan,0,0.006251,0.037251,0.1145,0
nan,0,0.00627,0.03727,0.1145,0
nan,0,0.006289,0.037289,0.1145,0
nan,0,0.006308,0.037308,0.1145,0
nan,0,0.006327,0.037327,0.1145,0
nan,0,0.006346,0.037346,0.1145,0
nan,0,0.006365,0.037365,0.1145,0
nan,0,0.006384,0.037384,0.1145,0
nan,0,0.006403,0.037403,0.1145,0
nan,0,0.006422,0.037422,0.1145,0
nan,0,0.006441,0.037441,0.1145,0
nan,0,0.00646,0.03746,0.1145,0
nan,0,0.006479,0.037479,0.1145,0
nan,0,0.006498,0.037498,0.1145,0
nan,0,0.006517,0.037517,0.1145,0
nan,0,0.006536,0.037536,0.1145,0
nan,0,0.006555,0.037555,0.1145,0
nan,0,0.006574,0.037574,0.1145,0
nan,0,0.006593,0.037593,0.1145,0
nan,0,0.006612,0.037612,0.1145,0
nan,0,0.006631,0.037631,0.1145,0
nan,0,0.00665,0.03765,0.1145,0
nan,0,0.006669,0.037669,0.1145,0
nan,0,0.006688,0.037688,0.1145,0
nan,0,0.006707,0.037707,0.1145,0
nan,0,0.006726,0.037726,0.1145,0
nan,0,0.006745,0.037745,0.1145,0
nan,0,0.006764,0.037764,0.1145,0
nan,0,0.006783,0.037783,0.1145,0
nan,0,0.006802,0.037802,0.1145,0
nan,0,0.006821,0.037821,0.1145,0
nan,0,0.00684,0.03784,0.1145,0
nan,0,0.006859,0.037859,0.1145,0
nan,0,0.006878,0.037878,0.1145,0
nan,0,0.006897,0.037897,0.1145,0
nan,0,0.006916,0.037916,0.1145,0
nan,0,0.006935,0.037935,0.1145,0
nan,0,0.006954,0.037954,0.1145,0
nan,0,0.006973,0.037973,0.1145,0
nan,0,0.006992,0.037992,0.1145,0
nan,0,0.007011,0.038011,0.1145,0
nan,0,0.00703,0.03803,0.1145,0
nan,0,0.007049,0.038049,0.1145,0
nan,0,0.007068,0.038068,0.1145,0
nan,0,0.007087,0.038087,0.1145,0
nan,0,0.007106,0.038106,0.1145,0
nan,0,0.007125,0.038125,0.1145,0
nan,0,0.007144,0.038144,0.1145,0
nan,0,0.007163,0.038163,0.1145,0
nan,0,0.007182,0.038182,0.1145,0
nan,0,0.007201,0.038201,0.1145,0
nan,0,0.00722,0.03822,0.1145,0
nan,0,0.007239,0.038239,0.1145,0
nan,0,0.007258,0.038258,0.1145,0
nan,0,0.007277,0.038277,0.1145,0
nan,0,0.007296,0.038296,0.1145,0
nan,0,0.007315,0.038315,0.1145,0
nan,0,0.007334,0.038334,0.1145,0
nan,0,0.007353,0.038353,0.1145,0
nan,0,0.007372,0.038372,0.1145,0
nan,0,0.007391,0.038391,0.1145,0
nan,0,0.00741,0.03841,0.1145,0
nan,0,0.007429,0.038429,0.1145,0
nan,0,0.007448,0.038448,0.1145,0
nan,0,0.007467,0.038467,0.1145,0
nan,0,0.007486,0.038486,0.1145,0
nan,0,0.007505,0.038505,0.1145,0
nan,0,0.007524,0.038524,0.1145,0
nan,0,0.007543,0.038543,0.1145,0
nan,0,0.007562,0.038562,0.1145,0
nan,0,0.007581,0.038581,0.1145,0
nan,0,0.0076,0.0386,0.1145,0
nan,0,0.007619,0.038619,0.1145,0
nan,0,0.007638,0.038638,0.1145,0
nan,0,0.007657,0.038657,0.1145,0
nan,0,0.007676,0.038676,0.1145,0
nan,0,0.007695,0.038695,0.1145,0
nan,0,0.007714,0.038714,0.1145,0
nan,0,0.007733,0.038733,0.1145,0
nan,0,0.007752,0.038752,0.1145,0
nan,0,0.007771,0.038771,0.1145,0
nan,0,0.00779,0.03879,0.1145,0
nan,0,0.007809,0.038809,0.1145,0
nan,0,0.007828,0.038828,0.1145,0
nan,0,0.007847,0.038847,0.1145,0
nan,0,0.007866,0.038866,0.1145,0
nan,0,0.007885,0.038885,0.1145,0
nan,0,0.007904,0.038904,0.1145,0
nan,0,0.007923,0.038923,0.1145,0
nan,0,0.007942,0.038942,0.1145,0
nan,0,0.007961,0.038961,0.1145,0
nan,0,0.00798,0.03898,0.1145,0
nan,0,0.007999,0.038999,0.1145,0
nan,0,0.008018,0.039018,0.1145,0
nan,0,0.008037,0.039037,0.1145,0
nan,0,0.008056,0.039056,0.1145,0
nan,0,0.008075,0.039075,0.1145,0
nan,0,0.008094,0.039094,0.1145,0
nan,0,0.008113,0.039113,0.1145,0
nan,0,0.008132,0.039132,0.1145,0
nan,0,0.008151,0.039151,0.1145,0
nan,0,0.00817,0.03917,0.1145,0
nan,0,0.008189,0.039189,0.1145,0
nan,0,0.008208,0.039208,0.1145,0
nan,0,0.008227,0.039227,0.1145,0
nan,0,0.008246,0.039246,0.1145,0
nan,0,0.008265,0.039265,0.1145,0
nan,0,0.008284,0.039284,0.1145,0
nan,0,0.008303,0.039303,0.1145,0
nan,0,0.008322,0.039322,0.1145,0
nan,0,0.008341,0.039341,0.1145,0
nan,0,0.00836,0.03936,0.1145,0
nan,0,0.008379,0.039379,0.1145,0
nan,0,0.008398,0.039398,0.1145,0
nan,0,0.008417,0.039417,0.1145,0
nan,0,0.008436,0.039436,0.1145,0
nan,0,0.008455,0.039455,0.1145,0
nan,0,0.008474,0.039474,0.1145,0
nan,0,0.008493,0.039493,0.1145,0
nan,0,0.008512,0.039512,0.1145,0
nan,0,0.008531,0.039531,0.1145,0
nan,0,0.00855,0.03955,0.1145,0
nan,0,0.008569,0.039569,0.1145,0
nan,0,0.008588,0.039588,0.1145,0
nan,0,0.008607,0.039607,0.1145,0
nan,0,0.008626,0.039626,0.1145,0
nan,0,0.008645,0.039645,0.1145,0
nan,0,0.008664,0.039664,0.1145,0
nan,0,0.008683,0.039683,0.1145,0
nan,0,0.008702,0.039702,0.1145,0
nan,0,0.008721,0.039721,0.1145,0
nan,0,0.00874,0.03974,0.1145,0
nan,0,0.008759,0.039759,0.1145,0
nan,0,0.008778,0.039778,0.1145,0
nan,0,0.008797,0.039797,0.1145,0
nan,0,0.008816,0.039816,0.1145,0
nan,0,0.008835,0.039835,0.1145,0
nan,0,0.008854,0.039854,0.1145,0
nan,0,0.008873,0.039873,0.1145,0
nan,0,0.008892,0.039892,0.1145,0
nan,0,0.008911,0.039911,0.1145,0
nan,0,0.00893,0.03993,0.1145,0
nan,0,0.008949,0.039949,0.1145,0
nan,0,0.008968,0.039968,0.1145,0
nan,0,0.008987,0.039987,0.1145,0
nan,0,0.009006,0.040006,0.1145,0
nan,0,0.009025,0.040025,0.1145,0
nan,0,0.009044,0.040044,0.1145,0
nan,0,0.009063,0.040063,0.1145,0
nan,0,0.009082,0.040082,0.1145,0
nan,0,0.009101,0.040101,0.1145,0
nan,0,0.00912,0.04012,0.1145,0
nan,0,0.009139,0.040139,0.1145,0
nan,0,0.009158,0.040158,0.1145,0
nan,0,0.009177,0.040177,0.1145,0
nan,0,0.009196,0.040196,0.1145,0
nan,0,0.009215,0.040215,0.1145,0
nan,0,0.009234,0.040234,0.1145,0
nan,0,0.009253,0.040253,0.1145,0
nan,0,0.009272,0.040272,0.1145,0
nan,0,0.009291,0.040291,0.1145,0
nan,0,0.00931,0.04031,0.1145,0
nan,0,0.009329,0.040329,0.1145,0
nan,0,0.009348,0.040348,0.1145,0
nan,0,0.009367,0.040367,0.1145,0
nan,0,0.009386,0.040386,0.1145,0
nan,0,0.009405,0.040405,0.1145,0
nan,0,0.009424,0.040424,0.1145,0
nan,0,0.009443,0.040443,0.1145,0
nan,0,0.009462,0.040462,0.1145,0
nan,0,0.009481,0.040481,0.1145,0
nan,0,0.0095,0.0405,0.1145,0
nan,0,0.009519,0.040519,0.1145,0
nan,0,0.009538,0.040538,0.1145,0
nan,0,0.009557,0.040557,0.1145,0
nan,0,0.009576,0.040576,0.1145,0
nan,0,0.009595,0.040595,0.1145,0
nan,0,0.009614,0.040614,0.1145,0
nan,0,0.009633,0.040633,0.1145,0
nan,0,0.009652,0.040652,0.1145,0
nan,0,0.009671,0.040671,0.1145,0
nan,0,0.00969,0.04069,0.1145,0
nan,0,0.009709,0.040709,0.1145,0
nan,0,0.009728,0.040728,0.1145,0
nan,0,0.009747,0.040747,0.1145,0
nan,0,0.009766,0.040766,0.1145,0
nan,0,0.009785,0.040785,0.1145,0
nan,0,0.009804,0.040804,0.1145,0
nan,0,0.009823,0.040823,0.1145,0
nan,0,0.009842,0.040842,0.1145,0
nan,0,0.009861,0.040861,0.1145,0
nan,0,0.00988,0.04088,0.1145,0
nan,0,0.009899,0.040899,0.1145,0
nan,0,0.009918,0.040918,0.1145,0
nan,0,0.009937,0.040937,0.1145,0
nan,0,0.009956,0.040956,0.1145,0
nan,0,0.009975,0.040975,0.1145,0
nan,0,0.009994,0.040994,0.1145,0
nan,0,0.010013,0.041013,0.1145,0
nan,0,0.010032,0.041032,0.1145,0
nan,0,0.010051,0.041051,0.1145,0
nan,0,0.01007,0.04107,0.1145,0
nan,0,0.010089,0.041089,0.1145,0
nan,0,0.010108,0.041108,0.1145,0
nan,0,0.010127,0.041127,0.1145,0
nan,0,0.010146,0.041146,0.1145,0
nan,0,0.010165,0.041165,0.1145,0
nan,0,0.010184,0.041184,0.1145,0
nan,0,0.010203,0.041203,0.1145,0
nan,0,0.010222,0.041222,0.1145,0
nan,0,0.010241,0.041241,0.1145,0
nan,0,0.01026,0.04126,0.1145,0
nan,0,0.010279,0.041279,0.1145,0
nan,0,0.010298,0.041298,0.1145,0
nan,0,0.010317,0.041317,0.1145,0
nan,0,0.010336,0.041336,0.1145,0
nan,0,0.010355,0.041355,0.1145,0
nan,0,0.010374,0.041374,0.1145,0
nan,0,0.010393,0.041393,0.1145,0
nan,0,0.010412,0.041412,0.1145,0
nan,0,0.010431,0.041431,0.1145,0
nan,0,0.01045,0.04145,0.1145,0
nan,0,0.010469,0.041469,0.1145,0
nan,0,0.010488,0.041488,0.1145,0
nan,0,0.010507,0.041507,0.1145,0
nan,0,0.010526,0.041526,0.1145,0
nan,0,0.010545,0.041545,0.1145,0
nan,0,0.010564,0.041564,0.1145,0
nan,0,0.010583,0.041583,0.1145,0
nan,0,0.010602,0.041602,0.1145,0
nan,0,0.010621,0.041621,0.1145,0
nan,0,0.01064,0.04164,0.1145,0
nan,0,0.010659,0.041659,0.1145,0
nan,0,0.010678,0.041678,0.1145,0
nan,0,0.010697,0.041697,0.1145,0
nan,0,0.010716,0.041716,0.1145,0
nan,0,0.010735,0.041735,0.1145,0
nan,0,0.010754,0.041754,0.1145,0
nan,0,0.010773,0.041773,0.1145,0
